variable,base_stats,tsr_stats,diff_mean,diff_std,diff_abs_max,rel_diff_mean,rel_diff_abs_max,n_changed,n_total
实际蒸散发 (ET),"{'mean': np.float64(0.0013986684137608152), 'std': np.float64(0.0011590508725543623), 'min': np.float64(0.0), 'max': np.float64(0.010423544701459765), 'median': np.float64(0.0009427548853597131), 'q25': np.float64(0.0004615593566283944), 'q75': np.float64(0.002148798938779506)}","{'mean': np.float64(0.0013911331503662764), 'std': np.float64(0.001152840636764637), 'min': np.float64(3.07557460989853e-06), 'max': np.float64(0.010561562211015769), 'median': np.float64(0.0009322238645651727), 'q25': np.float64(0.000461339370166932), 'q75': np.float64(0.0021397364281570725)}",-7.5352633945386304e-06,6.282163218497402e-05,0.0022441570212226687,-0.25806961087552727,1176.0761262885076,2095567,2095569
潜在蒸散发 (PET),"{'mean': np.float64(0.004636167247163474), 'std': np.float64(0.003933746683829953), 'min': np.float64(0.0002269901665641272), 'max': np.float64(0.019065766943618064), 'median': np.float64(0.00312569812617893), 'q25': np.float64(0.0012924320321179939), 'q75': np.float64(0.008003900747206394)}","{'mean': np.float64(0.004580976341692239), 'std': np.float64(0.003887324705218862), 'min': np.float64(7.332434063201407e-05), 'max': np.float64(0.019173379986987524), 'median': np.float64(0.0030764702473945558), 'q25': np.float64(0.0012832310045707955), 'q75': np.float64(0.007906427471131334)}",-5.519090547123379e-05,0.0002444105109390513,0.0022216067186496356,-0.5802208228926936,83.12861466499048,2095568,2095569
蒸腾 (Transpiration),"{'mean': np.float64(0.0009449772594035609), 'std': np.float64(0.0009602451103045152), 'min': np.float64(0.0), 'max': np.float64(0.008257844220138085), 'median': np.float64(0.0005203494220491924), 'q25': np.float64(0.00019536052967895898), 'q75': np.float64(0.0015454443108880648)}","{'mean': np.float64(0.0009429091870474524), 'std': np.float64(0.0009570530213440102), 'min': np.float64(0.0), 'max': np.float64(0.008394620300840998), 'median': np.float64(0.0005206726244610945), 'q25': np.float64(0.00019413902138421647), 'q75': np.float64(0.001543088493442963)}",-2.068072356107933e-06,3.2340746183181045e-05,0.0022465937655805576,0.0768406900673458,1641.6134647044948,2090066,2095569
蒸发 (Evaporation),"{'mean': np.float64(0.0004095972214234162), 'std': np.float64(0.00026375974220930863), 'min': np.float64(0.0), 'max': np.float64(0.005755903748207806), 'median': np.float64(0.00036578568721577597), 'q25': np.float64(0.00018327099031943496), 'q75': np.float64(0.0006043196807037051)}","{'mean': np.float64(0.00040506700857436637), 'std': np.float64(0.0002611003459945438), 'min': np.float64(0.0), 'max': np.float64(0.0057138732574544045), 'median': np.float64(0.0003625944312540517), 'q25': np.float64(0.0001870675059964664), 'q75': np.float64(0.0005981724113973727)}",-4.530212849049804e-06,3.628913416549507e-05,0.0015298236012725032,-0.4227502784076083,11075.809501204076,2095345,2095569
冠层截留蒸发 (Interception),"{'mean': np.float64(4.4093932933838756e-05), 'std': np.float64(0.00010210352109061573), 'min': np.float64(0.0), 'max': np.float64(0.0017869206817151587), 'median': np.float64(0.0), 'q25': np.float64(0.0), 'q75': np.float64(3.690049824948556e-05)}","{'mean': np.float64(4.315695474445788e-05), 'std': np.float64(9.917775800870698e-05), 'min': np.float64(0.0), 'max': np.float64(0.0018083069398351329), 'median': np.float64(0.0), 'q25': np.float64(0.0), 'q75': np.float64(3.673688270352381e-05)}",-9.369781893808889e-07,1.608791297188463e-05,0.000503095487559183,-0.39560307167996217,1034.0729917418828,514000,2095569
地下水位 (GW),"{'mean': np.float64(2.714440703989213), 'std': np.float64(6.650807280956111), 'min': np.float64(0.004704000029820417), 'max': np.float64(30.06252285442844), 'median': np.float64(0.019999122220201008), 'q25': np.float64(0.007135130330751666), 'q75': np.float64(0.10636338457194328)}","{'mean': np.float64(2.7140989408951457), 'std': np.float64(6.650399973762183), 'min': np.float64(0.004704000029821292), 'max': np.float64(30.06495902925408), 'median': np.float64(0.01999912853816123), 'q25': np.float64(0.007135305752783851), 'q75': np.float64(0.10583290708130694)}",-0.0003417630940657549,0.0018606741338603482,0.07731581182469327,-0.03806422016097292,46.208625725651174,1809360,2095569
非饱和带水量 (Unsat),"{'mean': np.float64(8.588714814588828), 'std': np.float64(2.3141708546279776), 'min': np.float64(0.002481223104655055), 'max': np.float64(12.143198839467813), 'median': np.float64(9.477941284369377), 'q25': np.float64(7.858618254250075), 'q75': np.float64(10.037169352704897)}","{'mean': np.float64(8.606571021559525), 'std': np.float64(2.3130052277825146), 'min': np.float64(0.0019561439792972154), 'max': np.float64(12.01893643473914), 'median': np.float64(9.494256420445796), 'q25': np.float64(7.875958025590438), 'q75': np.float64(10.045750299151353)}",0.01785620697069464,0.09616959483315632,0.6275346266546293,0.2272181097040654,411.49605613628484,2095569,2095569
地表水深 (Surf),"{'mean': np.float64(-7.236920379403445e-05), 'std': np.float64(0.00017547157052858647), 'min': np.float64(-0.0008612410599618367), 'max': np.float64(0.04596376943987781), 'median': np.float64(-6.782278878283035e-05), 'q25': np.float64(-0.00011121158127584499), 'q75': np.float64(-3.997574727140541e-05)}","{'mean': np.float64(-7.283401442713211e-05), 'std': np.float64(0.00017474717816549142), 'min': np.float64(-0.0010602443869300543), 'max': np.float64(0.0458708626998242), 'median': np.float64(-6.916770104273903e-05), 'q25': np.float64(-0.00011241489298785419), 'q75': np.float64(-4.004301637404972e-05)}",-4.6481063309773237e-07,7.728992827796472e-05,0.003440622760364977,94.03179305132569,2705662.036568373,2094415,2095569
河道流量 (Q),"{'mean': np.float64(5555.248063123965), 'std': np.float64(69315.4924221218), 'min': np.float64(0.0), 'max': np.float64(7132719.359697137), 'median': np.float64(46.524155658360016), 'q25': np.float64(0.0007746752689196604), 'q75': np.float64(1892.3231700072965)}","{'mean': np.float64(5508.540505518215), 'std': np.float64(67933.99268392197), 'min': np.float64(0.0), 'max': np.float64(6881738.667922644), 'median': np.float64(46.51666147098861), 'q25': np.float64(0.00041728566062537774), 'q75': np.float64(1891.6551087723533)}",-46.707557605751305,1966.388875725833,277807.2010397557,959.5552783525328,51081954.59949881,151425,188181
